,Moon Sugar,Garlic,Potion Quality
0,-1.644753787042685,0.45118387321182807,0
1,-1.369658940138868,3.317627947663225,0
2,1.149699837873287,1.8994839508173877,1
3,1.5651922064128985,2.581950587741935,1
4,-1.296822541109331,3.4928189955613456,0
5,-1.3453893820759866,2.780134584375729,0
6,-1.5460827013017477,0.9209259565185126,0
7,-1.2534886352771173,2.869915753102787,0
8,-1.6873526502793055,0.21660881237407126,0
9,-1.7904411667173064,-0.34016419512835006,0
10,-1.4486733842194508,2.5182247444608885,0
11,-1.6884436887072534,-0.14626554578744422,0
12,-1.4537001969535674,2.061370590409498,0
13,0.6566934966295284,0.8411720016260527,1
14,-1.7038848573621184,-0.07861656001618522,0
15,1.4109860872272197,1.952984035268047,1
16,-1.407309724207179,2.005381748145001,0
17,1.5597777704728253,1.4362421936709313,1
18,1.6717502546163008,1.5869853895065764,1
19,0.5656399462434465,1.173841524896725,1
20,2.3013964083802376,1.8555983026117011,1
21,1.7393708824958058,1.0525827121029256,1
22,2.426855978519294,0.20107919976446365,1
23,1.374653670999326,1.8775366362281831,1
24,2.752946909791288,-0.08306213948496755,1
25,-1.5198260297564932,1.6138952292221518,0
26,2.8924665110801904,-0.653870078539954,1
27,0.9493792692835475,2.2526977518507305,1
28,2.388564045841509,1.342346337229926,1
29,-1.520090459560381,1.3031416204342015,0
30,-1.641596762034907,0.48003992251719607,0
31,-1.6739097476260751,1.252857094233481,0
32,-1.5270204807120662,1.2540995728742208,0
33,-1.6284066349562483,1.1539693661868176,0
34,-0.0372133878518528,2.117552134830047,1
35,-1.3166922319525656,1.6641822660875498,0
36,-1.458997828490287,2.213671091741119,0
37,2.507698666643295,1.5085972758578696,1
38,1.1454651942308653,2.1735488748483767,1
39,-1.5476742684074223,1.6885962261881726,0
40,-1.4794751174269363,1.9782521523088046,0
41,1.646317688676294,1.5146531812777253,1
42,-1.7122055160693446,0.2048520126900999,0
43,2.56374191868494,0.688860803842279,1
44,-1.4323824367130285,1.0271624294756025,0
45,1.2753888913429918,0.24500788939030826,1
46,0.4384615810751611,1.3416065585341508,1
47,1.6450920419482777,0.8310732296756684,1
48,0.7190419131044168,2.19393228654996,1
49,2.088213929951351,-0.10782654136800907,1
50,0.5373225463281996,1.730861914668976,1
51,0.540355658256807,2.087841061035885,1
52,-1.412129991920167,2.3909112893376117,0
53,0.8737972776166775,0.2898869457962485,1
54,-1.7322575272152723,0.29211880864313655,0
55,0.9193610974061507,2.3837157406711382,1
56,1.0252495766623329,1.8584792239261756,1
57,1.3903810837657475,1.331107970230893,1
58,0.8427266046420115,1.958938285951689,1
59,-1.4251423497853992,2.5634805467951267,0
60,2.5875303306262145,0.1544779677600534,1
61,-1.5779271419408376,0.8188762575804198,0
62,-1.5390988934063494,1.6147395561390177,0
63,-0.11827290925641742,2.1938092705785306,1
64,-1.6876501975485672,1.0210084075547665,0
65,-1.7761623709556797,-0.5562588114725533,0
66,-1.4877484218607806,2.05362491785238,0
67,0.7582249172812949,1.6267392010185624,1
68,1.9047766236738246,1.284570499775119,1
69,-1.1974816281689433,4.112475993888147,0
70,0.6649056690537024,2.3379491523016735,1
71,-1.5499265447818478,1.1739663243547283,0
72,0.9658032723490992,1.6631723581242739,1
73,1.5374995546853834,2.6366878956845836,1
74,1.4860453122937718,1.6899336584941942,1
75,-1.5012686150104821,1.401985721588378,0
76,-1.2905478375835362,3.4542829098518117,0
77,1.0611375295349208,1.4713777150658196,1
78,1.4517509842150829,0.9376169210932093,1
79,0.09846697093844892,1.5194762962552555,1
80,1.072445354906113,1.0504143127416756,1
81,-1.3733477252600559,2.4852507595331996,0
82,-1.400823841161913,2.373754372573491,0
83,-1.6948279949196565,-0.1395394348423462,0
84,-1.594382132413644,0.24910433126857123,0
85,-1.3961876083766438,1.7627078711164659,0
86,-1.486922142428877,1.118809352763233,0
87,-1.4528171182129777,2.0122221114842556,0
88,-0.6707840402958292,2.562817714340515,1
89,0.8125813080501663,1.6464431627063707,1
90,1.0971627604508238,1.5112449169782352,1
91,1.9853599849347303,0.4769508280246386,1
92,-1.6428882665672866,1.686229737981413,0
93,-1.562909050801115,0.7754967528388078,0
94,0.5012403186557511,2.596947098308312,1
95,-1.4922388310087336,1.7663678568653025,0
96,1.1195946674245136,1.0923749792992659,1
97,-1.5088578546207523,2.523902052246941,0
98,1.7902662453364255,1.0230306568442862,1
99,-1.6748812560639543,0.18781782543011571,0
100,0.545696291740174,2.888237004974858,1
101,-1.6157442740701877,1.0178006995980096,0
102,-1.2965683541109962,3.312040968198531,0
103,-1.4708487737335807,1.237842065754162,0
104,-1.3949693171384077,2.103360761543631,0
105,-1.2962619141216758,2.9708806453821843,0
106,-1.28104873142781,2.8838301648511675,0
107,1.1712593760804222,0.8033024215216007,1
108,0.9419997674436494,1.9744122946446647,1
109,1.373123431439558,-0.055604531671893165,1
110,-1.396596488737624,1.604792914932542,0
111,1.5139518275567019,1.8653650570505036,1
112,-1.374862329386864,2.2197363720286925,0
113,1.0754093806900171,1.3408670058932972,1
